1186,-1,"Changes in allowances for credit losses other than Decreases due to amounts taken against allowances, Transfers between allowances, and Increases due to amounts set aside or decreases due to amounts reversed for estimated loan losses, (flow)",,1003,"_NA","Not applicable"
1187,-1,"Changes in Defined benefit obligations other than Current and past service cost, Interest cost, Contributions paid by plan participants, Actuarial gains and losses, Foreign currency translation, Benefits paid, Business combinations or divestiture (flow)",,1003,"_NA","Not applicable"
1188,-1,"Changes in Equity from business combinations (flow)",,1003,"_NA","Not applicable"
1189,-1,"Changes in Equity from share based payments (flow)",,1003,"_NA","Not applicable"
1190,-1,"Changes in equity other than those explicitly reported (flow)",,1003,"_NA","Not applicable"
1192,-1,"Changes in Provisions other than Additions, including increases in existing provisions, Amounts used, Unused amounts reversed during the period, Increase in the discounted amount and effect of any change in the discount rate (flow)",,1003,"_NA","Not applicable"
1193,0,"Code of the originator of the securitisation",,1003,"_NA","Not applicable"
1195,0,"Compliance with the retention requirement",,1003,"_NA","Not applicable"
1196,-1,"Computable amount",,1003,"_NA","Not applicable"
1197,-1,"Computable amount - Individual basis",,1003,"_NA","Not applicable"
1199,-1,"Computable amount, gross",,1003,"_NA","Not applicable"
1200,-1,"Computable amount, net",,1003,"_NA","Not applicable"
1201,-1,"Computable amount, offsetting position",,1003,"_NA","Not applicable"
1202,-1,"Amount including transitional provisions",,1003,"_NA","Not applicable"
1203,-1,"Computable amount, Total",,1003,"_NA","Not applicable"
1205,-1,"Contributions paid by plan participants (flow)",,1003,"_NA","Not applicable"
1206,-1,"Conversion factor applied to revolving securitisation",,1003,"_NA","Not applicable"
1207,-1,"Conversion of debt to equity (flow)",,1003,"_NA","Not applicable"
1209,0,"Country of origin of the ultimate underlying of the transaction",,250,"GA","Geographical area"
1216,-1,"CRM substitution effects Inflows including value adjustments and provisions",,1003,"_NA","Not applicable"
1217,-1,"CRM substitution effects Inflows, net of value adjustments and provisions",,1003,"_NA","Not applicable"
1218,-1,"CRM substitution effects Outflows including value adjustments and provisions",,1003,"_NA","Not applicable"
1221,-1,"CRM Financial collateral: adjusted value (Cvam)",,1003,"_NA","Not applicable"
1223,-1,"CRM Funded credit protection (Cva)",,1003,"_NA","Not applicable"
1224,-1,"CRM substitution effects - Funded credit protection",,1003,"_NA","Not applicable"
1225,-1,"CRM substitution effects - Unfunded credit protection: adjusted values (GA)",,1003,"_NA","Not applicable"
1226,-1,"CRM substitution effects - Value of Credit derivatives",,1003,"_NA","Not applicable"
1227,-1,"CRM substitution effects - Value of Financial collateral: simple method",,1003,"_NA","Not applicable"
1228,-1,"CRM substitution effects - Value of Guarantees",,1003,"_NA","Not applicable"
1229,-1,"CRM substitution effects - Value of Other funded credit protection",,1003,"_NA","Not applicable"
1230,-1,"CRM substitution effects Inflows, including value adjustments and provisions",,1003,"_NA","Not applicable"
1231,-1,"CRM substitution effects Outflows, including value adjustments and provisions",,1003,"_NA","Not applicable"
1232,-1,"CRM substitution effects Outflows, net of value adjustments and provisions",,1003,"_NA","Not applicable"
1233,-1,"CRM Volatility adjustment to the exposure",,1003,"_NA","Not applicable"
1234,-1,"CRM Volatility and maturity adjustments",,1003,"_NA","Not applicable"
1236,-1,"Current period (flow)",,1003,"_NA","Not applicable"
1237,-1,"Current service cost (flow)",,1003,"_NA","Not applicable"
1238,-1,"Decreases in allowances due to amounts reversed for estimated loan losses during the period (flow)",,1003,"_NA","Not applicable"
1239,-1,"Decreases due to amounts taken against allowances (flow)",,1003,"_NA","Not applicable"
1241,0,"Derivative treatment",,130,"AP","Approach"
1242,-1,"Dividends (flow)",,1003,"_NA","Not applicable"
1243,-1,"Effects of changes in accounting policies",,1003,"_NA","Not applicable"
1244,-1,"Effects of corrections of errors",,1003,"_NA","Not applicable"
1245,-1,"ELGD",,1003,"_NA","Not applicable"
1247,-1,"Eligible amount without transitional provisions",,1003,"_NA","Not applicable"
1248,0,"Entry date",,1003,"_NA","Not applicable"
1249,-1,"Exercise/Expiration of equity Instruments other than capital Instruments (flow)",,1003,"_NA","Not applicable"
1251,-1,"Expected loss amount",,1003,"_NA","Not applicable"
1253,-1,"Exposure after CRM substitution effects pre conversion factors, including value adjustments and provisions",,1003,"_NA","Not applicable"
1254,-1,"Exposure after CRM substitution effects pre conversion factors, net of value adjustments and provisions",,1003,"_NA","Not applicable"
1255,-1,"Exposure net of value adjustments and provisions",,1003,"_NA","Not applicable"
1257,-1,"Exposure value",,1003,"_NA","Not applicable"
1258,-1,"Exposure value - all exposures",,1003,"_NA","Not applicable"
1260,-1,"Exposure Value deducted from own funds",,1003,"_NA","Not applicable"
1261,-1,"Exposure value, including value adjustments and provisions",,1003,"_NA","Not applicable"
1262,-1,"Exposure value, including value adjustments and provisions, deducted from own funds",,1003,"_NA","Not applicable"
1263,-1,"Exposure value, including value adjustments and provisions, subject to risk weights",,1003,"_NA","Not applicable"
1264,-1,"Exposure value, net of value adjustments and provisions",,1003,"_NA","Not applicable"
1265,-1,"Exposure value, net of value adjustments and provisions, deducted from own funds",,1003,"_NA","Not applicable"
1266,-1,"Exposure value, net of value adjustments and provisions, subject to risk weights",,1003,"_NA","Not applicable"
1267,-1,"Exposure weighted average LGD",,1003,"_NA","Not applicable"
1268,-1,"Fair value",,1003,"_NA","Not applicable"
1269,0,"First foreseeable termination date",,1003,"_NA","Not applicable"
1270,-1,"Foreign currency translation (flow)",,1003,"_NA","Not applicable"
1271,-1,"Fully adjusted exposure value (E*), net of value adjustments and provisions",,1003,"_NA","Not applicable"
1272,-1,"Fully adjusted exposure value E* including value adjustments and provisions",,1003,"_NA","Not applicable"
1274,-1,"Goodwill included in carrying amount",,1003,"_NA","Not applicable"
1276,-1,"Accumulated change in fair value before taxes",,1003,"_NA","Not applicable"
1278,-1,"Gross carrying amount","Gross carrying amount of debt instuments as in Annex V, part 1 (different for different portfolios). In general carrying amount before adjusting for credit risk (allowances or negative fair value changes due to credit risk).",1003,"_NA","Not applicable"
1291,0,"Is a group",,1003,"_NA","Not applicable"
1292,0,"Group structure",,350,"RP","Related parties/Relationships"
1293,-1,"Increase in the discounted amount and effect of any change in the discount rate (flow)",,1003,"_NA","Not applicable"
1295,-1,"Increases in allowances due to amounts set aside for estimated loan losses during the period (flow)",,1003,"_NA","Not applicable"
1296,-1,"Incremental default and migration risk capital charge",,1003,"_NA","Not applicable"
1297,-1,"Incremental default and migration risk capital charge last measure",,1003,"_NA","Not applicable"
1299,-1,"Incurred CVA",,1003,"_NA","Not applicable"
1300,0,"Institution type",,600,"ZZ","Code Lists"
1301,0,"Institution company structure",,600,"ZZ","Code Lists"
1302,0,"Institution or equivalent",,1003,"_NA","Not applicable"
1303,-1,"Interest cost (flow)",,1003,"_NA","Not applicable"
1304,0,"Internal code of the securitisation",,1003,"_NA","Not applicable"
1306,-1,"Issuance of equity Instruments other than capital instruments (flow)",,1003,"_NA","Not applicable"
1307,-1,"Issuance of ordinary shares (flow)",,1003,"_NA","Not applicable"
1308,-1,"Issuance of preference shares (flow)",,1003,"_NA","Not applicable"
1309,0,"Jurisdiction of incorporation",,250,"GA","Geographical area"
1310,-1,"Exposure value after application of exemptions and CRM",,1003,"_NA","Not applicable"
1311,-1,"Exposure value before application of exemptions and CRM",,1003,"_NA","Not applicable"
1312,-1,"LE Original exposure",,1003,"_NA","Not applicable"
1313,-1,"LE Percentage against capital before application of exemptions and CRM",,1003,"_NA","Not applicable"
1314,0,"Legal final maturity date",,1003,"_NA","Not applicable"
1315,-1,"LGD",,1003,"_NA","Not applicable"
1316,-1,"Limit for grandfathering",,1003,"_NA","Not applicable"
1317,-1,"Limit for grandfathering of instruments not constituting State aid",,1003,"_NA","Not applicable"
1318,-1,"Losses stemming from lending collateralised",,1003,"_NA","Not applicable"
1319,-1,"Losses stemming from lending collateralised - Valued with mortgage lending value",,1003,"_NA","Not applicable"
1320,-1,"Maturity value (days)",,1003,"_NA","Not applicable"
1321,-1,"Maximum amount of the collateral/guarantee that can be considered",,1003,"_NA","Not applicable"
1323,-1,"Maximum single loss (flow)",,1003,"_NA","Not applicable"
1324,-1,"Mean credit spread",,1003,"_NA","Not applicable"
1326,0,"Name of counterparty",,1003,"_NA","Not applicable"
1327,0,"Name of entity",,1003,"_NA","Not applicable"
1328,0,"Name of Holding entity",,1003,"_NA","Not applicable"
1338,-1,"Notional amount","The ‘Notional amount’ shall be the gross nominal of all deals concluded and not yet settled at the reference date, regardless of whether these deals lead to derivative exposures being booked on-balance sheet. (Annex V, Part 2, include further details)",1003,"_NA","Not applicable"
1341,-1,"Notional amount retained or repurchased of credit protection",,1003,"_NA","Not applicable"
1343,-1,"Nominal amount, Maximum collateral/guarantee that can be considered",,1003,"_NA","Not applicable"
1344,-1,"Number of breaches during reporting period",,1003,"_NA","Not applicable"
1345,-1,"Number of counterparties",,1003,"_NA","Not applicable"
1346,-1,"Number of exposures",,1003,"_NA","Not applicable"
1347,-1,"Number of loss events (flow)",,1003,"_NA","Not applicable"
1348,-1,"Number of obligors",,1003,"_NA","Not applicable"
1349,-1,"Number of overshootings",,1003,"_NA","Not applicable"
1351,-1,"Observed new defaults for the period (flow)",,1003,"_NA","Not applicable"
1353,-1,"Original exposure pre conversion factors",,1003,"_NA","Not applicable"
1355,0,"Origination date of the securitisation",,1003,"_NA","Not applicable"
1356,-1,"Overall effect (adjustment) due to infringement of the due diligence provisions",,1003,"_NA","Not applicable"
1358,-1,"Own funds requirement before alleviation due to expected loss, diversification and risk mitigation techniques",,1003,"_NA","Not applicable"
1359,-1,"Own funds requirements",,1003,"_NA","Not applicable"
1364,-1,"Own funds requirements before securitisation (Kirb)",,1003,"_NA","Not applicable"
1365,-1,"Past service cost (flow)",,1003,"_NA","Not applicable"
1366,-1,"PD assigned to the obligor grade or pool",,1003,"_NA","Not applicable"
1367,-1,"Percentage for calculating transitional adjustments",,1003,"_NA","Not applicable"
1374,-1,"Percentage of participation of the reporting institution in the securitisation",,1003,"_NA","Not applicable"
1375,-1,"Percentage of retention of securitisations at reporting date",,1003,"_NA","Not applicable"
1380,-1,"Present value",,1003,"_NA","Not applicable"
1381,-1,"Latest available stressed VaR",,1003,"_NA","Not applicable"
1382,-1,"Previous day VaR",,1003,"_NA","Not applicable"
1383,-1,"Price difference exposure due to unsettled transactions",,1003,"_NA","Not applicable"
1384,-1,"Principal amount outstanding",,1003,"_NA","Not applicable"
1385,0,"Prudential consolidation",,1003,"_NA","Not applicable"
1387,-1,"Purchase of Treasury Shares (flow)",,1003,"_NA","Not applicable"
1388,-1,"Qualifying amount",,1003,"_NA","Not applicable"
1389,-1,"Reclassification of financial instruments from equity to liability (flow)",,1003,"_NA","Not applicable"
1390,-1,"Reclassification of financial instruments from liability to equity (flow)",,1003,"_NA","Not applicable"
1391,-1,"Reclassifications other than valuation gains and losses taken to equity, Transferred to profit or loss (flow)",,1003,"_NA","Not applicable"
1392,-1,"Reclassifications other than valuation gains and losses taken to equity, Transferred to profit or loss, Transferred to initial carrying amount of hedged items (flow)",,1003,"_NA","Not applicable"
1393,-1,"Recoveries recorded directly to the statement of profit or loss(flow)",,1003,"_NA","Not applicable"
1394,-1,"Reduction in RWA due to value adjustments and provisions",,1003,"_NA","Not applicable"
1396,0,"Type of connection with group",,600,"ZZ","Code Lists"
1398,0,"Reporting calculation method",,600,"ZZ","Code Lists"
1399,0,"Reporting level",,510,"SC","Scope of consolidation"
1401,0,"Residence",,250,"GA","Geographical area"
1403,-1,"Reversals (flow)",,1003,"_NA","Not applicable"
1404,-1,"Risk adjustments and provisions",,1003,"_NA","Not applicable"
1406,-1,"Risk weighted exposure amount",,1003,"_NA","Not applicable"
1408,-1,"Risk weighted exposure amount after CAP",,1003,"_NA","Not applicable"
1410,-1,"Risk weighted exposure amount before CAP",,1003,"_NA","Not applicable"
1412,0,"Role in the securitisation process",,360,"RS","Role in the securitisation process"
1413,-1,"Sale/Cancellation of Treasury Shares (flow)",,1003,"_NA","Not applicable"
1414,0,"Scope of data (levels of consolidation code)",,1003,"_NA","Not applicable"
1415,0,"Sector",,280,"NC","NACE code"
1416,0,"Sector of the counterparty",,200,"CT","Counterparty"
1419,-1,"Share of eligible capital",,1003,"_NA","Not applicable"
1420,-1,"Share of equity interest",,1003,"_NA","Not applicable"
1421,-1,"Share of ownership instruments",,1003,"_NA","Not applicable"
1422,-1,"Share of voting rights",,1003,"_NA","Not applicable"
1423,0,"Solvency treatment of the securitisation",,320,"PL","Portfolio"
1425,-1,"Stressed VAR",,1003,"_NA","Not applicable"
1427,-1,"Sum of the five largest losses (flow)",,1003,"_NA","Not applicable"
1430,-1,"SVaR Multiplication factor (percentage)",,1003,"_NA","Not applicable"
1435,-1,"Threshold applied in data collection - highest",,1003,"_NA","Not applicable"
1436,-1,"Threshold applied in data collection - lowest",,1003,"_NA","Not applicable"
1438,-1,"Total amount of securitisation exposures originated",,1003,"_NA","Not applicable"
1440,-1,"Total amount of underlying securitised exposures of every originator",,1003,"_NA","Not applicable"
1441,-1,"Total amount of underlying securitised exposures of every originator at origination date",,1003,"_NA","Not applicable"
1445,-1,"Total comprehensive income for the year (flow)",,1003,"_NA","Not applicable"
1446,-1,"Gross loss amount (flow)",,1003,"_NA","Not applicable"
1448,-1,"Total risk exposure amount",,1003,"_NA","Not applicable"
1452,-1,"Total risk exposure amount contribution to the group",,1003,"_NA","Not applicable"
1453,-1,"Total risk exposure amount, Risk weighted exposure amount","Total risk exposure amount as defined in Article 92 (3) of Regulation (EU) No 575/2013 (CRR)",1003,"_NA","Not applicable"
1454,0,"Is a transaction where there is an exposure to underlying assets",,1003,"_NA","Not applicable"
1455,-1,"Transferred to initial carrying amount of hedged items (flow)",,1003,"_NA","Not applicable"
1456,-1,"Transferred to profit or loss (flow)",,1003,"_NA","Not applicable"
1457,-1,"Transfers among components of Equity (flow)",,1003,"_NA","Not applicable"
1458,-1,"Transfers between allowances (flow)",,1003,"_NA","Not applicable"
1459,-1,"Transitional computable amount",,1003,"_NA","Not applicable"
1464,-1,"Transitional provisions",,1003,"_NA","Not applicable"
1468,0,"Type of retention applied",,600,"ZZ","Code Lists"
1469,0,"Type of risk transfer",,380,"RT","Risk transfer treatment"
1470,0,"Type of underlying",,420,"UE","Underlying exposures in securitisations"
1471,0,"Type of securitisation",,420,"UE","Underlying exposures in securitisations"
1473,-1,"Change in fair value for the period (flow)",,1003,"_NA","Not applicable"
1478,-1,"Unsettled transactions at settlement price",,1003,"_NA","Not applicable"
1479,-1,"Unused amounts reversed during the period (flow)",,1003,"_NA","Not applicable"
1480,-1,"Valuation gains and losses taken to equity (flow)",,1003,"_NA","Not applicable"
1481,-1,"Value adjustments and provision associated with the original exposure",,1003,"_NA","Not applicable"
1485,-1,"Value adjustments recorded directly to the income statement (flow)",,1003,"_NA","Not applicable"
1487,-1,"Value used for market risk, gross",,1003,"_NA","Not applicable"
1488,-1,"Value used for market risk, net",,1003,"_NA","Not applicable"
1490,-1,"Value used for market risk, net, weighted after cap",,1003,"_NA","Not applicable"
1491,-1,"Value used for market risk, net, weighted before cap",,1003,"_NA","Not applicable"
1492,-1,"Value used for market risk, subject to capital charge",,1003,"_NA","Not applicable"
1493,-1,"Value used for market risk, to be deducted from own funds",,1003,"_NA","Not applicable"
1502,-1,"VAR",,1003,"_NA","Not applicable"
1503,-1,"VaR Multiplication factor (percentage)",,1003,"_NA","Not applicable"
3746,-1,"Fair value according to regulatory netting",,1003,"_NA","Not applicable"
4875,-1,"Liquidity coverage weighted amount adjusted after cap",,1003,"_NA","Not applicable"
4876,-1,"Amount of Pillar 2 requirement",,1003,"_NA","Not applicable"
4882,-1,"Alternative leverage ratio exposure value. Add-on amount",,1003,"_NA","Not applicable"
4883,-1,"Alternative leverage ratio exposure value. Add-on amount assuming no netting or other credit risk mitigation",,1003,"_NA","Not applicable"
4884,-1,"Deficit of total capital as regards the minimum own funds requirements of the Basel I floor",,1003,"_NA","Not applicable"
4887,-1,"Weight applied to the countercyclical buffer rate",,1003,"_NA","Not applicable"
4888,-1,"Countercyclical capital buffer rate set by the Designated Authority",,1003,"_NA","Not applicable"
4889,-1,"Countercyclical capital buffer rate applicable in the country of the institution",,1003,"_NA","Not applicable"
4890,-1,"Institution-specific countercyclical capital buffer rate",,1003,"_NA","Not applicable"
4891,0,"Use of 2% threshold","according to Article 2 (5) point (b) of Regulation (EU) No 1152/2014",1003,"_NA","Not applicable"
4892,-1,"Accumulated impairment, accumulated changes in fair value due to credit risk, provisions",,1003,"_NA","Not applicable"
5026,-1,"Accumulated impairment, accumulated negative changes in fair value due to credit risk",,1003,"_NA","Not applicable"
5027,-1,"Accumulated negative changes in fair value due to credit risk","For non-performing exposures, accumulated changes in fair value due to credit risk where the accumulated net change is negative. (Annex V, Part 2, include further details)",1003,"_NA","Not applicable"
8496,0,"Comments required.Interest income and fees",,1003,"_NA","Not applicable"
8497,0,"Comments required.Prudential information",,1003,"_NA","Not applicable"
8534,-1,"Factor amount","Amount which corresponds to each of the factors, before multiplying each factor by the corresponding coefficient.",1003,"_NA","Not applicable"
8548,0,"Initial capital (predefined list)","Amount of the minimum capital requested for authorisation",600,"ZZ","Code Lists"
9626,0,"Type of excess spread",,600,"ZZ","Code Lists"
9635,0,"Type of amortisation system",,600,"ZZ","Code Lists"
9636,0,"Type of collateralisation of the credit protection agreement",,600,"ZZ","Code Lists"
9637,-1,"Amount of overcollateralisation and funded reserve accounts",,1003,"_NA","Not applicable"
1012401947,-1,"Upward net curvature risk position, per risk factor","CVR_k^+, as referred ton in Article 325g(2) CRR",1003,"_NA","Not applicable"
1012401948,-1,"Downward net curvature risk position, per risk factor","CVR_k^-, as referred ton in Article 325g(2) CRR",1003,"_NA","Not applicable"
1012401949,-1,"Number of staff newly appointed (Headcount)",,1003,"_NA","Not applicable"
1012401953,0,"Identification code of the ICT third-party service provider",,610,"IS","Identification String"
1012401954,0,"Type of code used in ICT TPP to identify the ICT third-party service provider",,610,"IS","Identification String"
1012401955,0,"Identification code","",610,"IS","Identification String"
1012401956,0,"Type of code",,610,"IS","Identification String"
1012401957,-1,"Annual expense or estimated cost",,1003,"_NA","Not applicable"
1012401961,0,"Member State",,250,"GA","Geographical area"
1012401966,0,"Geographical provenance",,600,"ZZ","Code Lists"
1012401967,0,"Geographical area",,250,"GA","Geographical area"
1012401985,0,"Educacional background",,350,"RP","Related parties/Relationships"
1012401990,0,"Type of contractual arrangement",,1006,"CO","Contracts/Transactions"
1012401991,0,"Internal definitions",,1003,"_NA","Not applicable"
1012403272,0,"Currency of the exposure towards the external counterparty of financial conglomerate","Currency of the exposure towards the external counterparty of financial conglomerate, following column FC0240 in template FC.06 in Part II of Annex II in Regulation (EU) 2022/2454.",210,"CU","Currency"
1012403273,0,"Sector relevant for risk concentration","Sector relevant for risk concentration, following the instructions provided for template FC.07 in Part II of Annex II in Regulation (EU) 2022/2454.",280,"NC","NACE code"
1012403274,0,"Country relevant for risk concentration","Country relevant for risk concentration, following the instructions provided for template FC.07 in Part II of Annex II in Regulation (EU) 2022/2454.",250,"GA","Geographical area"
1012403278,-1,"Recovery time objective of the function",,1003,"_NA","Not applicable"
1012403279,-1,"Recovery point objective of the function",,1003,"_NA","Not applicable"
1012403281,0,"Second currency in pair code",,210,"CU","Currency"
1012403282,0,"Reporting currency",,210,"CU","Currency"
1012403283,0,"Currency in which the transaction / contract is denominated (new)",,210,"CU","Currency"
1012403284,0,"Counterparty nature",,200,"CT","Counterparty"
1012403286,0,"Date of reporting",,620,"DT","Date"
1012403287,0,"Alternative providers",,140,"BT","Boolean total"
1012403288,0,"Function is critical or important?",,140,"BT","Boolean total"
1012403289,0,"Type of contractual arrangement",,1006,"CO","Contracts/Transactions"
1012403290,0,"Currency of the exposure towards the external counterparty of financial conglomerate",,210,"CU","Currency"
1012403291,0,"Offsetting group that the data refers to","Used to identify the offsetting group (any subset of entities whose positions can be offset against each other in accordance with Article 325b CRR, or any single entity not covered by such a permission to offset) that the data refers to",350,"RP","Related parties/Relationships"
1012403292,0,"Data sensitivness",,600,"ZZ","Code Lists"
1012403293,0,"Substituibility assessment",,600,"ZZ","Code Lists"
1012403294,0,"Possibility of reintegration of the contracted service",,600,"ZZ","Code Lists"
1012403295,0,"Impact of service discontinuing",,600,"ZZ","Code Lists"
1012403296,0,"Impact of function discontinuing",,600,"ZZ","Code Lists"
1012403298,0,"Competent authority",,460,"LE","Legal entity"
1012403299,0,"Comments required.Economic profits and losses of the FRTB portfolio by type of risk",,1003,"_NA","Not applicable"
1012403300,0,"Code of issuing entity (AIMA DRC)",,1003,"_NA","Not applicable"
1012403302,0,"Level of educacional background",,350,"RP","Related parties/Relationships"
1012403305,0,"Country where the license or registration has been issued",,250,"GA","Geographical area"
1012403306,0,"Country of location",,250,"GA","Geographical area"
1012403307,0,"Role of entity within and outside a group",,350,"RP","Related parties/Relationships"
1012403308,0,"Code of the currency",,210,"CU","Currency"
1012403310,-1,"Average LGD, weighted by JTD DRC",,1003,"_NA","Not applicable"
1012403340,0,"Accounting items","",1007,"qAI","Accounting items"
1012403341,0,"Account receivables/payables","",1007,"qAI","Accounting items"
2833,-1,"Alternative LR Exposure Value. Method 2",,1003,"_NA","Not applicable"
2835,-1,"Alternative LR Exposure Value. Method 3",,1003,"_NA","Not applicable"
2839,-1,"Leverage ratio exposure value",,1003,"_NA","Not applicable"
2840,-1,"LR Exposure Value. Current replacement cost. Mark-to-Market Method",,1003,"_NA","Not applicable"
2844,-1,"Notional amount (same reference name and bought protection from CCP)",,1003,"_NA","Not applicable"
2846,-1,"Notional amount (same reference name and counterparty or CCP)",,1003,"_NA","Not applicable"
2848,-1,"Notional amount (same reference name)",,1003,"_NA","Not applicable"
2876,-1,"Leverage Ratio - Tier 1 fully phased-in definition",,1003,"_NA","Not applicable"
2878,-1,"Leverage Ratio - Tier 1 transitional definition",,1003,"_NA","Not applicable"
2965,-1,"Carrying amount assuming no netting or other credit risk mitigation",,1003,"_NA","Not applicable"
2966,-1,"Alternative LR Exposure Value. Add-on. Mark-to-Market Method. Assuming no netting or CRM",,1003,"_NA","Not applicable"
2967,-1,"Alternative LR Exposure Value. Add-on. Mark-to-Market Method. Method 2",,1003,"_NA","Not applicable"
2968,-1,"LR Exposure Value. Add-on. Mark-to-Market Method",,1003,"_NA","Not applicable"
3018,0,"Correlation Trading Portfolio",,440,"TP","Correlation Trading Portfolio"
3040,-1,"Amount due 30 days",,1003,"_NA","Not applicable"
3041,-1,"Amount due 30 days net of liquid collateral",,1003,"_NA","Not applicable"
