1189,"Changes in Equity from share based payments (flow)","md71",,"_PR","Properties"
1190,"Changes in equity other than those explicitly reported (flow)","md72",,"_PR","Properties"
1192,"Changes in Provisions other than Additions, including increases in existing provisions, Amounts used, Unused amounts reversed during the period, Increase in the discounted amount and effect of any change in the discount rate (flow)","md73",,"_PR","Properties"
1193,"Code of the originator of the securitisation","si74",,"_PR","Properties"
1195,"Compliance with the retention requirement","bi75",,"_PR","Properties"
1196,"Computable amount","mi76",,"_PR","Properties"
1197,"Computable amount - Individual basis","mi77",,"_PR","Properties"
1199,"Computable amount, gross","mi78",,"_PR","Properties"
1200,"Computable amount, net","mi79",,"_PR","Properties"
1201,"Computable amount, offsetting position","mi80",,"_PR","Properties"
1202,"Amount including transitional provisions","mi81",,"_PR","Properties"
1203,"Computable amount, Total","mi82",,"_PR","Properties"
1205,"Contributions paid by plan participants (flow)","md83",,"_PR","Properties"
1206,"Conversion factor applied to revolving securitisation","pi84",,"_PR","Properties"
1207,"Conversion of debt to equity (flow)","md85",,"_PR","Properties"
1209,"Country of origin of the ultimate underlying of the transaction","ei86",,"_PR","Properties"
1216,"CRM substitution effects Inflows including value adjustments and provisions","mi87",,"_PR","Properties"
1217,"CRM substitution effects Inflows, net of value adjustments and provisions","mi88",,"_PR","Properties"
1218,"CRM substitution effects Outflows including value adjustments and provisions","mi89",,"_PR","Properties"
1221,"CRM Financial collateral: adjusted value (Cvam)","mi90",,"_PR","Properties"
1223,"CRM Funded credit protection (Cva)","mi91",,"_PR","Properties"
1224,"CRM substitution effects - Funded credit protection","mi92",,"_PR","Properties"
1225,"CRM substitution effects - Unfunded credit protection: adjusted values (GA)","mi93",,"_PR","Properties"
1226,"CRM substitution effects - Value of Credit derivatives","mi94",,"_PR","Properties"
1227,"CRM substitution effects - Value of Financial collateral: simple method","mi95",,"_PR","Properties"
1228,"CRM substitution effects - Value of Guarantees","mi96",,"_PR","Properties"
1229,"CRM substitution effects - Value of Other funded credit protection","mi97",,"_PR","Properties"
1230,"CRM substitution effects Inflows, including value adjustments and provisions","mi98",,"_PR","Properties"
1231,"CRM substitution effects Outflows, including value adjustments and provisions","mi99",,"_PR","Properties"
1232,"CRM substitution effects Outflows, net of value adjustments and provisions","mi100",,"_PR","Properties"
1233,"CRM Volatility adjustment to the exposure","mi101",,"_PR","Properties"
1234,"CRM Volatility and maturity adjustments","mi102",,"_PR","Properties"
1236,"Current period (flow)","md103",,"_PR","Properties"
1237,"Current service cost (flow)","md104",,"_PR","Properties"
1238,"Decreases in allowances due to amounts reversed for estimated loan losses during the period (flow)","md105",,"_PR","Properties"
1239,"Decreases due to amounts taken against allowances (flow)","md106",,"_PR","Properties"
1241,"Derivative treatment","ei107",,"_PR","Properties"
1242,"Dividends (flow)","md108",,"_PR","Properties"
1243,"Effects of changes in accounting policies","mi109",,"_PR","Properties"
1244,"Effects of corrections of errors","mi110",,"_PR","Properties"
1245,"ELGD","pi111",,"_PR","Properties"
1247,"Eligible amount without transitional provisions","mi112",,"_PR","Properties"
1248,"Entry date","di113",,"_PR","Properties"
1249,"Exercise/Expiration of equity Instruments other than capital Instruments (flow)","md114",,"_PR","Properties"
1251,"Expected loss amount","mi115",,"_PR","Properties"
1253,"Exposure after CRM substitution effects pre conversion factors, including value adjustments and provisions","mi116",,"_PR","Properties"
1254,"Exposure after CRM substitution effects pre conversion factors, net of value adjustments and provisions","mi117",,"_PR","Properties"
1255,"Exposure net of value adjustments and provisions","mi118",,"_PR","Properties"
1257,"Exposure value","mi119",,"_PR","Properties"
1258,"Exposure value - all exposures","mi120",,"_PR","Properties"
1260,"Exposure Value deducted from own funds","mi121",,"_PR","Properties"
1261,"Exposure value, including value adjustments and provisions","mi122",,"_PR","Properties"
1262,"Exposure value, including value adjustments and provisions, deducted from own funds","mi123",,"_PR","Properties"
1263,"Exposure value, including value adjustments and provisions, subject to risk weights","mi124",,"_PR","Properties"
1264,"Exposure value, net of value adjustments and provisions","mi125",,"_PR","Properties"
1265,"Exposure value, net of value adjustments and provisions, deducted from own funds","mi126",,"_PR","Properties"
1266,"Exposure value, net of value adjustments and provisions, subject to risk weights","mi127",,"_PR","Properties"
1267,"Exposure weighted average LGD","pi128",,"_PR","Properties"
1268,"Fair value","mi129",,"_PR","Properties"
1269,"First foreseeable termination date","di130",,"_PR","Properties"
1270,"Foreign currency translation (flow)","md131",,"_PR","Properties"
1271,"Fully adjusted exposure value (E*), net of value adjustments and provisions","mi132",,"_PR","Properties"
1272,"Fully adjusted exposure value E* including value adjustments and provisions","mi133",,"_PR","Properties"
1274,"Goodwill included in carrying amount","mi134",,"_PR","Properties"
1276,"Accumulated change in fair value before taxes","mi135",,"_PR","Properties"
1278,"Gross carrying amount","mi136",,"_PR","Properties"
1291,"Is a group","bi137",,"_PR","Properties"
1292,"Group structure","ei138",,"_PR","Properties"
1293,"Increase in the discounted amount and effect of any change in the discount rate (flow)","md139",,"_PR","Properties"
1295,"Increases in allowances due to amounts set aside for estimated loan losses during the period (flow)","md140",,"_PR","Properties"
1296,"Incremental default and migration risk capital charge","mi141",,"_PR","Properties"
1297,"Incremental default and migration risk capital charge last measure","mi142",,"_PR","Properties"
1299,"Incurred CVA","mi143",,"_PR","Properties"
1300,"Institution type","ei144",,"_PR","Properties"
1301,"Institution company structure","ei145",,"_PR","Properties"
1302,"Institution or equivalent","bi146",,"_PR","Properties"
1303,"Interest cost (flow)","md147",,"_PR","Properties"
1304,"Internal code of the securitisation","si148",,"_PR","Properties"
1306,"Issuance of equity Instruments other than capital instruments (flow)","md149",,"_PR","Properties"
1307,"Issuance of ordinary shares (flow)","md150",,"_PR","Properties"
1308,"Issuance of preference shares (flow)","md151",,"_PR","Properties"
1309,"Jurisdiction of incorporation","ei152",,"_PR","Properties"
1310,"Exposure value after application of exemptions and CRM","mi153",,"_PR","Properties"
1311,"Exposure value before application of exemptions and CRM","mi154",,"_PR","Properties"
1312,"LE Original exposure","mi155",,"_PR","Properties"
1313,"LE Percentage against capital before application of exemptions and CRM","mi156",,"_PR","Properties"
1314,"Legal final maturity date","di157",,"_PR","Properties"
1315,"LGD","pi158",,"_PR","Properties"
1316,"Limit for grandfathering","mi55",,"_PR","Properties"
1317,"Limit for grandfathering of instruments not constituting State aid","mi160",,"_PR","Properties"
1318,"Losses stemming from lending collateralised","mi161",,"_PR","Properties"
1319,"Losses stemming from lending collateralised - Valued with mortgage lending value","mi162",,"_PR","Properties"
1320,"Maturity value (days)","ii163",,"_PR","Properties"
1321,"Maximum amount of the collateral/guarantee that can be considered","mi164",,"_PR","Properties"
1323,"Maximum single loss (flow)","md165",,"_PR","Properties"
1324,"Mean credit spread","mi166",,"_PR","Properties"
1326,"Name of counterparty","si167",,"_PR","Properties"
1327,"Name of entity","si168",,"_PR","Properties"
1328,"Name of Holding entity","si169",,"_PR","Properties"
1338,"Notional amount","mi170",,"_PR","Properties"
1341,"Notional amount retained or repurchased of credit protection","mi171",,"_PR","Properties"
1343,"Nominal amount, Maximum collateral/guarantee that can be considered","mi172",,"_PR","Properties"
1344,"Number of breaches during reporting period","ii173",,"_PR","Properties"
1345,"Number of counterparties","ii174",,"_PR","Properties"
1346,"Number of exposures","ii175",,"_PR","Properties"
1347,"Number of loss events (flow)","id176",,"_PR","Properties"
1348,"Number of obligors","ii177",,"_PR","Properties"
1349,"Number of overshootings","ii178",,"_PR","Properties"
1351,"Observed new defaults for the period (flow)","md179",,"_PR","Properties"
1353,"Original exposure pre conversion factors","mi180",,"_PR","Properties"
1355,"Origination date of the securitisation","di181",,"_PR","Properties"
1356,"Overall effect (adjustment) due to infringement of the due diligence provisions","mi182",,"_PR","Properties"
1358,"Own funds requirement before alleviation due to expected loss, diversification and risk mitigation techniques","mi183",,"_PR","Properties"
1359,"Own funds requirements","mi184",,"_PR","Properties"
1364,"Own funds requirements before securitisation (Kirb)","pi185",,"_PR","Properties"
1365,"Past service cost (flow)","md186",,"_PR","Properties"
1366,"PD assigned to the obligor grade or pool","pi187",,"_PR","Properties"
1367,"Percentage for calculating transitional adjustments","pi188",,"_PR","Properties"
1374,"Percentage of participation of the reporting institution in the securitisation","pi189",,"_PR","Properties"
1375,"Percentage of retention of securitisations at reporting date","pi190",,"_PR","Properties"
1380,"Present value","mi191",,"_PR","Properties"
1381,"Latest available stressed VaR","mi192",,"_PR","Properties"
1382,"Previous day VaR","mi193",,"_PR","Properties"
1383,"Price difference exposure due to unsettled transactions","mi194",,"_PR","Properties"
1384,"Principal amount outstanding","mi195",,"_PR","Properties"
1385,"Prudential consolidation","si196",,"_PR","Properties"
1386,"Prudential filters","x2",,"MC","Main category"
1387,"Purchase of Treasury Shares (flow)","md197",,"_PR","Properties"
1388,"Qualifying amount","mi198",,"_PR","Properties"
1389,"Reclassification of financial instruments from equity to liability (flow)","md199",,"_PR","Properties"
1390,"Reclassification of financial instruments from liability to equity (flow)","md200",,"_PR","Properties"
1391,"Reclassifications other than valuation gains and losses taken to equity, Transferred to profit or loss (flow)","md201",,"_PR","Properties"
1392,"Reclassifications other than valuation gains and losses taken to equity, Transferred to profit or loss, Transferred to initial carrying amount of hedged items (flow)","md202",,"_PR","Properties"
1393,"Recoveries recorded directly to the statement of profit or loss(flow)","md203",,"_PR","Properties"
1394,"Reduction in RWA due to value adjustments and provisions","mi204",,"_PR","Properties"
1396,"Type of connection with group","ei205",,"_PR","Properties"
1398,"Reporting calculation method","ei206",,"_PR","Properties"
1399,"Reporting level","ei207",,"_PR","Properties"
1401,"Residence","ei209",,"_PR","Properties"
1403,"Reversals (flow)","md210",,"_PR","Properties"
1404,"Risk adjustments and provisions","mi211",,"_PR","Properties"
1406,"Risk weighted exposure amount","mi212",,"_PR","Properties"
1408,"Risk weighted exposure amount after CAP","mi213",,"_PR","Properties"
1410,"Risk weighted exposure amount before CAP","mi214",,"_PR","Properties"
1412,"Role in the securitisation process","ei215",,"_PR","Properties"
1413,"Sale/Cancellation of Treasury Shares (flow)","md216",,"_PR","Properties"
1414,"Scope of data (levels of consolidation code)","si217",,"_PR","Properties"
1415,"Sector","ei218",,"_PR","Properties"
1416,"Sector of the counterparty","ei219",,"_PR","Properties"
1419,"Share of eligible capital","pi220",,"_PR","Properties"
1420,"Share of equity interest","pi221",,"_PR","Properties"
1421,"Share of ownership instruments","pi222",,"_PR","Properties"
1422,"Share of voting rights","pi223",,"_PR","Properties"
1423,"Solvency treatment of the securitisation","ei224",,"_PR","Properties"
1425,"Stressed VAR","mi225",,"_PR","Properties"
1427,"Sum of the five largest losses (flow)","md226",,"_PR","Properties"
1429,"Surplus/Deficit of own funds","x3",,"MC","Main category"
1430,"SVaR Multiplication factor (percentage)","pi227",,"_PR","Properties"
1435,"Threshold applied in data collection - highest","mi228",,"_PR","Properties"
1436,"Threshold applied in data collection - lowest","mi229",,"_PR","Properties"
1438,"Total amount of securitisation exposures originated","mi230",,"_PR","Properties"
1440,"Total amount of underlying securitised exposures of every originator","mi231",,"_PR","Properties"
1441,"Total amount of underlying securitised exposures of every originator at origination date","mi232",,"_PR","Properties"
1445,"Total comprehensive income for the year (flow)","md233",,"_PR","Properties"
1446,"Gross loss amount (flow)","md234",,"_PR","Properties"
1448,"Total risk exposure amount","mi235",,"_PR","Properties"
1452,"Total risk exposure amount contribution to the group","mi236",,"_PR","Properties"
1453,"Total risk exposure amount, Risk weighted exposure amount","mi237",,"_PR","Properties"
1454,"Is a transaction where there is an exposure to underlying assets","bi238",,"_PR","Properties"
1455,"Transferred to initial carrying amount of hedged items (flow)","md239",,"_PR","Properties"
1456,"Transferred to profit or loss (flow)","md240",,"_PR","Properties"
1457,"Transfers among components of Equity (flow)","md241",,"_PR","Properties"
1458,"Transfers between allowances (flow)","md242",,"_PR","Properties"
1459,"Transitional computable amount","mi243",,"_PR","Properties"
1464,"Transitional provisions","mi244",,"_PR","Properties"
1468,"Type of retention applied","ei245",,"_PR","Properties"
1469,"Type of risk transfer","ei246",,"_PR","Properties"
1470,"Type of underlying","ei247",,"_PR","Properties"
1471,"Type of securitisation","ei248",,"_PR","Properties"
1473,"Change in fair value for the period (flow)","md249",,"_PR","Properties"
1478,"Unsettled transactions at settlement price","mi250",,"_PR","Properties"
1479,"Unused amounts reversed during the period (flow)","md251",,"_PR","Properties"
1480,"Valuation gains and losses taken to equity (flow)","md252",,"_PR","Properties"
1481,"Value adjustments and provision associated with the original exposure","mi253",,"_PR","Properties"
1485,"Value adjustments recorded directly to the income statement (flow)","md254",,"_PR","Properties"
1487,"Value used for market risk, gross","mi255",,"_PR","Properties"
1488,"Value used for market risk, net","mi256",,"_PR","Properties"
1490,"Value used for market risk, net, weighted after cap","mi257",,"_PR","Properties"
1491,"Value used for market risk, net, weighted before cap","mi258",,"_PR","Properties"
1492,"Value used for market risk, subject to capital charge","mi259",,"_PR","Properties"
1493,"Value used for market risk, to be deducted from own funds","mi260",,"_PR","Properties"
1502,"VAR","mi261",,"_PR","Properties"
1503,"VaR Multiplication factor (percentage)","pi262",,"_PR","Properties"
1506,"Assets","x6",,"BA","Base items"
1508,"Equity","x2",,"BA","Base items"
1509,"Expenses","x3",,"BA","Base items"
1510,"Exposures","x9",,"BA","Base items"
1511,"Income","x5",,"BA","Base items"
1512,"Income or expenses","x1",,"BA","Base items"
1513,"Liabilities","x7",,"BA","Base items"
1514,"Liabilities and Equity","x8",,"BA","Base items"
1515,"Memorandum items","x17",,"BA","Base items"
1516,"Off balance sheet items","x10",,"BA","Base items"
1517,"Own funds","x11",,"BA","Base items"
1518,"Boolean Tool residual category - Total/NA","x0",,"BT","Boolean total"
1519,"False","x2",,"BT","Boolean total"
1520,"Non-controlling interests","x3",,"BT","Boolean total"
1521,"Owners of the parent","x4",,"BT","Boolean total"
1523,"True","x5",,"BT","Boolean total"
1533,"Transferred. Entirely derecognised","x2",,"RT","Risk transfer treatment"
1535,"Transferred. Entirely recognised","x3",,"RT","Risk transfer treatment"
1536,"Transferred. Partially derecognized","x4",,"RT","Risk transfer treatment"
1537,"Transferred. Partially or entirely derecognized","x5",,"RT","Risk transfer treatment"
1538,"Transferred. Recognized to the extent of the institutions continuing involvement","x6",,"RT","Risk transfer treatment"
1539,"Transferred financial assets","x7",,"RT","Risk transfer treatment"
1541,"AT1 Capital","x1",,"OF","Computability in own funds"
1542,"CET1 Capital","x2",,"OF","Computability in own funds"
1552,"Eligible Capital","x3",,"OF","Computability in own funds"
1553,"Non-eligible","x4",,"OF","Computability in own funds"
1554,"Non-eligible as AT1 due to reversible situations","x5",,"OF","Computability in own funds"
1555,"Non-eligible as CET1 due to reversible situations","x6",,"OF","Computability in own funds"
1556,"Non-eligible as T2 due to reversible situations","x7",,"OF","Computability in own funds"
1559,"T1 Capital","x8",,"OF","Computability in own funds"
1560,"T2 Capital","x9",,"OF","Computability in own funds"
1561,"Total own funds","x10",,"OF","Computability in own funds"
1562,"Transitionally recognised as AT1 Capital items","x11",,"OF","Computability in own funds"
1563,"Transitionally recognised as CET1 Capital items","x12",,"OF","Computability in own funds"
1564,"Transitionally recognised as Own funds items","x13",,"OF","Computability in own funds"
1565,"Transitionally recognised as T2 Capital items","x14",,"OF","Computability in own funds"
1566,"Instruments with a call exercisable after the reporting date, and which do not meet the conditions in Article 49 of CRR after the date of effective maturity","x1",,"CI","Callability of the instruments"
1567,"Instruments with a call exercisable after the reporting date, and which meet the conditions in Article 49 of CRR after the date of effective maturity","x2",,"CI","Callability of the instruments"
1568,"Instruments with a call exercisable prior to or on 20 July 2011, and which do not meet the conditions in Article 49 of CRR after the date of effective maturity","x3",,"CI","Callability of the instruments"
1569,"Instruments with a call or an incentive to redeem","x4",,"CI","Callability of the instruments"
1570,"Instruments without a call or an incentive to redeem","x5",,"CI","Callability of the instruments"
1571,"Not applicable/ All instruments","x0",,"CI","Callability of the instruments"
1572,"Cash and equivalents held by third parties","x1",,"CP","Credit protection"
1573,"Credit derivatives - LGD adjustment effect","x2",,"CP","Credit protection"
1574,"Credit derivatives - Substitution effect","x3",,"CP","Credit protection"
1575,"Credit derivatives protection","x4",,"CP","Credit protection"
1576,"CRM techniques double default treatment","x5",,"CP","Credit protection"
1577,"CRM techniques Exposure value adjustment effect (Financial collateral comprehensive method SA)","x6",,"CP","Credit protection"
1578,"CRM techniques Exposure value adjustment effect [LE]","x7",,"CP","Credit protection"
1579,"CRM techniques LGD adjustment effect","x8",,"CP","Credit protection"
1580,"CRM techniques RW adjustment effect (alternative Approach for real estate)","x9",,"CP","Credit protection"
1581,"CRM techniques substitution effect","x10",,"CP","Credit protection"
1582,"Financial collateral comprehensive method SA","x11",,"CP","Credit protection"
1583,"Financial collateral LGD adjustment effect","x12",,"CP","Credit protection"
1584,"Financial collateral simple method","x13",,"CP","Credit protection"
1585,"Funded credit derivatives issued","x14",,"CP","Credit protection"
1586,"Funded credit derivatives issued repurchased","x15",,"CP","Credit protection"
1587,"Funded credit derivatives total mitigation","x16",,"CP","Credit protection"
1588,"Funded credit protection - LGD adjustment effect","x17",,"CP","Credit protection"
1590,"Funded credit protection other than financial collateral excluding life insurance policies pledged to the lending institutions substitution effect","x18",,"CP","Credit protection"
1591,"Funded credit protection other than financial collateral with substitution effect","x19",,"CP","Credit protection"
1592,"Funded credit protection with effects other than substitution [LE]","x20",,"CP","Credit protection"
1593,"Guarantees other than credit derivatives - LGD adjustment effect","x21",,"CP","Credit protection"
1594,"Guarantees other than credit derivatives - Substitution effect","x22",,"CP","Credit protection"
1595,"Instruments issued by third party with the obligation to repurchase by request","x23",,"CP","Credit protection"
1596,"Life insurance policies pledged to the lending institutions LGD adjustment effect","x24",,"CP","Credit protection"
1597,"Life insurance policies pledged to the lending institutions substitution effect","x25",,"CP","Credit protection"
1598,"Mortgages on residential property","x26",,"CP","Credit protection"
1599,"Mortgages on commercial immovable property","x27",,"CP","Credit protection"
1600,"Not applicable/ All credit protections","x0",,"CP","Credit protection"
1601,"Other eligible collateral under the IRB approach","x29",,"CP","Credit protection"
1602,"Other physical collateral eligible for CRM under IRB approach","x30",,"CP","Credit protection"
1603,"Real estate excluding immovable property for which alternative treatment is used","x31",,"CP","Credit protection"
1604,"Receivables eligible for CRM under IRB approach","x32",,"CP","Credit protection"
1607,"Secured by mortgages on immovable property","x33",,"CP","Credit protection"
1609,"Unfunded credit guarantees","x34",,"CP","Credit protection"
1610,"Unfunded credit protection - LGD adjustment effect","x35",,"CP","Credit protection"
1611,"Unfunded credit protection - Substitution effect","x36",,"CP","Credit protection"
1612,"With credit protection","x37",,"CP","Credit protection"
1613,"ALL OTHER CQS","x1",,"CQ","Credit quality"
1614,"CQS 1","x2",,"CQ","Credit quality"
1615,"CQS 1 & S/T CQS 1","x3",,"CQ","Credit quality"
1616,"CQS 10","x4",,"CQ","Credit quality"
1617,"CQS 11","x5",,"CQ","Credit quality"
1618,"CQS 2","x6",,"CQ","Credit quality"
1620,"CQS 3","x7",,"CQ","Credit quality"
1622,"CQS 4","x8",,"CQ","Credit quality"
1623,"CQS 4 & S/T CQS 2","x9",,"CQ","Credit quality"
1624,"CQS 5","x10",,"CQ","Credit quality"
1625,"CQS 6","x11",,"CQ","Credit quality"
1626,"CQS 7 & S/T CQS 3","x12",,"CQ","Credit quality"
1627,"CQS 8","x13",,"CQ","Credit quality"
1628,"CQS 9","x14",,"CQ","Credit quality"
1629,"CQS other","x15",,"CQ","Credit quality"
1630,"Not applicable/ All credit quality steps","x0",,"CQ","Credit quality"
1631,"Central banks","x10",,"CT","Counterparty"
1632,"Central governments or central banks","x2",,"CT","Counterparty"
1636,"Counterparties other than central banks","x9",,"CT","Counterparty"
1638,"Counterparties other than financial corporations","x4",,"CT","Counterparty"
1639,"Counterparties other than SME","x11",,"CT","Counterparty"
1640,"Credit institutions","x12",,"CT","Counterparty"
1644,"Financial corporations","x8",,"CT","Counterparty"
1648,"Financial entities","x3",,"CT","Counterparty"
1649,"General governments","x1",,"CT","Counterparty"
